title,content
经常半夜飙车,相关政府部门你们好，本人在簪花路已经居住多年，近半年被半夜飙车的问题一直困扰，曾经尝试多次拨打电话也无用。具体内容大约为：经常夜间12-3点，。则有拆掉了消音器的车辆从路边呼啸而过，经常还有加油门引起的巨大声响。半夜经常被惊醒，然后一夜无眠。请注意：不是每天。但一般来了就会持续好几天。另外我有亲戚住在格林小城，她也说这个问题，半夜小孩子被吓哭。估计都是这些人，轮流换地方。与其交警天天查违停，还不如查查这种危害性更大的。感谢
酒店太扰民,位于高埗镇凌屋村绿化路旁的万福喜宴酒楼，每每营业到凌晨两三点钟，且该酒楼大堂设有K歌服务，半夜音响声音超级大，严重影响附近居民的正常生活，忘相关部门能够彻查
噪音扰民,东坑镇初坑龙抗村篮球场每晚有一部分人到深夜11点还在拍打篮球，严重影响周边村民休息时间，望相关部门协调处理，告诫相关负责人必须严格管理好活动场处的开放时间，希望能在夜晚十点半前必须关闭灯光和一切的活动，不要让便民变成了扰民，谢谢！
违章停车没人处理,樟木头西城路的天一城与长虹百荟之间的２车道公路每天都有１００多辆车违章停满了公路２边，导致车辆经常塞车，校车也不能开进帝雅花园门口接小孩上学．从今天(2016-12-12)起，校车只开到天一城前，不再到帝雅花园门口，导致可怜的几十个几岁小孩子背着书包多走５００多米的公路坐校车上学，如果路上遇上坏人，这些小孩子怎样办呢？难道又把责任全部推给家长吗？我在 2016-11-27打１２２报警电话，说这路上有很多违章停车，我没看到过他们来查过违章停车， 我今天个多次打１２２报警电话，他们今天说已经贴违章了，我过去检查了　１００　多辆车，没有一辆车的车头上有贴过违章信息，附件上有多辆违章停车的照片及会车时塞车的照片，这查是否有违章停车记录．
朔胶工厂晚上偷排有毒气体,我是东莞市道滘镇大岭丫细氹村的村民，我要反正我们村一胶制品厂晚上施工，偷排有毒废气（朔胶的臭味让人窒息），再此有劳相关部门，与我取得联系，共同一起取证，我的电话号码：13418288008。
劳动仲裁提交企业机读档案登记资料等问题,东莞市劳动人事争议仲裁院通过权力私下规定：劳动者申请劳动仲裁申诉必须到东莞市工商局打印《企业机读档案登记资料》并加盖“东莞市工商局查询专用章”的大红公章，费用是人民币5.20元一份，然后向东莞劳动仲裁部门提交复印件，审验原件，缺一拒绝接受所有的劳动仲裁材料等违法行为提出如下建议：一、通过东莞市工商局官方网站就可以打印企业信息档案登记资料，并且打印的《东莞市工商局网站打印的企业信息档案登记资料》与东莞市工商局人工打印的《企业机读档案登记资料》内容完全一致，就是缺了个“东莞市工商局公章”，东莞市各级人民法院均以认可在东莞市工商局局网站打印的企业信息档案登记资料起诉，唯独东莞市劳动人事争议仲裁院和各个派出庭不认可，无论哪个仲裁庭均要到东莞市工商局去打印并盖公章有效，否则不接受劳动者提出劳动仲裁申请材料，同时也不开具书面的《一次性材料补正告知书》给予劳动者。举例：广东省广州市、深圳市等城市提出劳动仲裁直接在当地工商网站打印企业信息查询单即可到劳动局申请劳动仲裁及人民法院起诉，强烈建议东莞市人力资源局效仿广东省广州市、深圳市等城市便民和服务群众的高效作法，谴责东莞市人力资源局通过“权力”欺负老百姓的行为！并废除这“不合理”、“不合法”东莞地区劳动仲裁范围内的“官老爷”私下规定。二、申请劳动仲裁不是必须要提交企业信息查询单，《中华人民共和国劳动仲裁调解法》并没有规定必须要提交《企业机读档案登记资料》，比如：有些企业没有依法取得营业执照（诉讼过程中企业获得营业执照），法无授权皆禁止。三、东莞市劳动人事争议仲裁院及各个派出庭在收到劳动者递交劳动仲裁材料不齐直接以“不接受材料了之”，把劳动者拒之门外。根据《劳动人事争议办案规则》第二十九条第四款对于仲裁申请书不规范或者材料不齐备的，告知申请人需要补正的全部材料。申请人按要求补正全部材料的，仲裁委员会应当出具收件回执。即便劳动者递交劳动仲裁材料不齐，劳动仲裁部门应先接收劳动者递交材料，然后开具书面的《补正材料告知书》指引劳动者如何补正相关材料。强烈建议东莞市人力资源局应依法办事，不要权力任性。
烧烤档严重扰民,小河创意南路两档无牌烧烤档在晚上8点半到凌晨无牌经营，气味严重扰民，味道十分浓烈，恶臭难闻，弄得附近村民夜晚不敢打开门窗，给附近村民造成极大的困扰，望有关部门处理
行政效能投诉(部门),道滘蔡白沿海地产丽水佳园大中幼儿园门口路段乱停乱摆现象严重，影响住户车辆通行及消防通道。经常投诉不见治理。
新车临时牌上牌难,从12月8日下午开始到现在一直没临时牌照，整个东莞各镇区临时牌为什么要限制？现在整个东莞上临时牌跟春运抢票一样难，普通群众办理临时牌需本人，为何黄牛办理则不需？？为何网上预约了还不一定能办得到，普通人没有那么多时间天天往交警大队跑。每个镇区交警队临时牌受理均有限制，能否在网上预约时提前进行分流？实现预约一个办一个
香樟绿洲4楼顶违规加建,我是4栋901的业主 赵莹莹，去年10月份收房入伙，今年6月入住。这个月发现楼顶又再加建，已经盖了很大一块了，这样的重量一定会影响原本房屋的承重，多次打电话给物业和管理处都没有人处理。相互推脱。希望有关部门可以给个说法
东城火炼树路边停车位停车收费,红棉路、新村路、金锡路、祥和路等东城火炼树周边公路划有停车位，被“东莞市便民停车服务有限公司”长期按月收取停车费，而且收了费也没有正规发票提供，也不一定能有车位停，有车位停也不负责看管，不交就锁车和扎轮胎，有车主不交费，4个轮胎都被扎了几刀，请问:一、“东莞市便民停车服务有限公司”是否是合法收取停车费公司，哪个部门授权及临管？二、如果收费合法，不提供正规发票是否可以拒交？三、东莞市便民停车服务有限公司是否有看管义务，如果停车时间外因致使汽车划损碰撞失窃等是否有权要求收费公司合理赔偿及如何维权？
交通拥堵治理,在寮步镇寮步天桥，牙香街，文化广场，新安超市，寮步公安分局这几个公交站台附近，公路两旁设置了很多停车位。有时在公交站台都停了私家车。在这个路段本来路面就不宽，而且这段路是寮步的中心路段(公交车比较多)。希望有关部门能够协调处理，把公路两旁的停车位取消。可以有效的缓解交通拥堵，也会杜绝一些安全隐患。
东莞万科商业中心一期是否有配套车库,我与东莞市万汇房地产开发有限公司签订了认购书，销售人员说地下两层都是车库，保证每个业主都可以有固定的车位。但在准备签订《商品房买卖合同》时，却发现合同上写着“地下0层”，没有包括地下两层的地下室。开发商解释地上建筑与地下室是分开报建的，所以不能在合同上写“地下2层”。开发商这样的解释是真实的吗？
凤岗镇碧湖大道西（新兴段）空气污染严重,东莞市凤岗镇碧湖大道西（新兴段）38号，39号，43号，44号，45号，业主为了利益关系，一楼出租给了一些私人加工厂，很多都是无牌无环保审核的小型作坊，他们的机器设备落后陈旧，释放出来的气体污染严重，连在里面工作的人每天都是戴着口罩工作，门口和门后都是黑色的金属颗粒污染，机器工作时排放的气体刺鼻难闻，并且带有重金属超标的味道，有些加工作坊白天黑夜都在加工，严重影响楼上的人生活和健康！由于这里是学校旁边，楼上住的很多都是家庭住户，有大人有小孩，每天都要关紧门窗，这样的环境已经对身体产生严重的健康影响！希望有关部门核实一下，污染真的太严重了！
